Number,MAC,SSID,Frequency,Signal,LAT,LON,ALT,Time,Aprrox. w-center Algo1
334,1c:b9:c4:16:e8:f8,Ariel_University,2462,-91.0,32.10437905429374,35.21088264259063,696.749648722869,2017-12-03 08:45:07,Aprrox. w-center Algo1
335,1c:b9:c4:95:41:77, ,5220,-84.0,32.104164383673286,35.2108876496702,704.5435791796842,2017-12-03 08:42:35,Aprrox. w-center Algo1
336,1c:b9:c4:96:e8:f7, ,5180,-89.0,32.104176317427466,35.21102625078787,700.3305528836255,2017-12-03 08:42:35,Aprrox. w-center Algo1
337,1c:b9:c4:95:ed:37, ,5180,-85.0,32.104180210701166,35.210971616382466,697.8335736441353,2017-12-03 08:42:38,Aprrox. w-center Algo1
338,1c:b9:c4:14:36:fc,Ariel_University,5180,-90.0,32.10423235881814,35.2111784466841,704.2993113818352,2017-12-03 08:42:38,Aprrox. w-center Algo1
339,1c:b9:c4:94:36:f7, ,5180,-89.0,32.10421174650141,35.211189336085184,697.9876832678715,2017-12-03 08:42:41,Aprrox. w-center Algo1
340,ec:8c:a2:88:79:a7, ,5180,-83.0,32.10490479074945,35.211247446727874,697.4311692397619,2017-12-03 08:42:59,Aprrox. w-center Algo1
341,1c:b9:c4:96:05:77, ,5180,-90.0,32.10490479074945,35.211247446727874,697.4311692397619,2017-12-03 08:42:59,Aprrox. w-center Algo1
342,00:11:6b:11:7e:0c,yosh,2412,-94.0,32.10457435510584,35.21077223497373,698.6920077957632,2017-12-03 08:51:48,Aprrox. w-center Algo1
343,1c:b9:c4:16:2b:ec,Ariel_University,5180,-91.0,32.105083845149835,35.21105176968496,723.7793960780249,2017-12-03 08:44:54,Aprrox. w-center Algo1
344,00:1a:dd:f5:e2:e4, ,2447,-90.0,32.10468231924794,35.209925434331296,710.2256059369853,2017-12-03 08:45:18,Aprrox. w-center Algo1
345,00:1a:dd:f5:e2:e5,Afikim_Wifi,2447,-91.0,32.10477222514299,35.21012821479474,702.7538803082398,2017-12-03 08:45:00,Aprrox. w-center Algo1
346,08:ed:b9:3d:8f:4b,HP-Print-4b-LaserJet 400,2437,-89.0,32.1049280958924,35.21028241262848,722.9373547253995,2017-12-03 08:45:06,Aprrox. w-center Algo1
347,1c:b9:c4:15:34:bc,Ariel_University,5180,-90.0,32.1049280958924,35.21028241262848,722.9373547253995,2017-12-03 08:45:06,Aprrox. w-center Algo1
348,70:5a:0f:57:04:17,DIRECT-B1-HP DeskJet 3830 series,2462,-84.0,32.10474846,35.21005988,687.0,2017-12-03 08:45:10,Aprrox. w-center Algo1
349,1c:b9:c4:15:25:4c,Ariel_University,5220,-87.0,32.10474846,35.21005988,687.0,2017-12-03 08:45:10,Aprrox. w-center Algo1
350,90:6c:ac:9f:f1:c5,CliClap,2417,-90.0,32.10432787109738,35.20944039333655,718.4184377798202,2017-12-03 08:45:36,Aprrox. w-center Algo1
351,8c:0c:90:6f:36:58, ,2412,-78.0,32.104693402038414,35.20992463410953,706.1602376340919,2017-12-03 08:45:13,Aprrox. w-center Algo1
352,a2:6c:ac:a0:60:55,incentive2,5180,-84.0,32.104568792116325,35.20969930203204,704.3331469531614,2017-12-03 08:45:16,Aprrox. w-center Algo1
353,70:5a:0f:57:42:43,DIRECT-42-HP DeskJet 3830 series,2462,-75.0,32.10447804,35.20959776,687.0,2017-12-03 08:45:19,Aprrox. w-center Algo1
354,b2:6c:ac:a0:18:29,restore,2437,-85.0,32.103787136097495,35.20911580024808,687.9518351951255,2017-12-03 08:57:58,Aprrox. w-center Algo1
355,90:8d:78:54:6b:4d,Salomon,2412,-90.0,32.10460374739836,35.209807565289076,701.4256799553584,2017-12-03 08:49:52,Aprrox. w-center Algo1
356,24:79:2a:ac:5b:d7, ,5180,-92.0,32.10444130085198,35.20944049214144,719.6999289639562,2017-12-03 08:45:24,Aprrox. w-center Algo1
357,a2:6c:ac:9f:f1:c5,Guest,2417,-80.0,32.10435442695987,35.20935854287351,703.3204883399741,2017-12-03 08:45:28,Aprrox. w-center Algo1
358,b2:6c:ac:9f:f1:c5,paysday,2417,-90.0,32.10439907437414,35.209501432834735,720.9522612107127,2017-12-03 08:53:38,Aprrox. w-center Algo1
359,1c:b9:c4:96:cc:d7, ,5180,-89.0,32.10400629568038,35.20897410789561,716.4196812362657,2017-12-03 08:45:33,Aprrox. w-center Algo1
360,1c:b9:c4:16:1d:7c,Ariel_University,5220,-89.0,32.10380222483328,35.20943242378063,710.3086401521953,2017-12-03 09:06:43,Aprrox. w-center Algo1
361,8c:0c:90:2f:ca:18,Ariel_University,2412,-87.0,32.10386009727099,35.20889523702908,715.6639357440854,2017-12-03 08:45:36,Aprrox. w-center Algo1
362,00:02:6f:8e:64:67, ,2412,-90.0,32.10344907131182,35.20923973447798,708.5804377769539,2017-12-03 09:01:13,Aprrox. w-center Algo1
363,30:e1:71:0d:e0:63,DIRECT-61-HP DeskJet 3630 series,2437,-93.0,32.10345057527621,35.20925287783654,691.462955806478,2017-12-03 08:45:39,Aprrox. w-center Algo1
364,24:79:2a:2c:3d:68,Ariel_University,2437,-90.0,32.10339539914512,35.208784193538825,699.0853653836788,2017-12-03 08:45:42,Aprrox. w-center Algo1
365,1c:b9:c4:16:12:e8,Ariel_University,2412,-90.0,32.10358120061593,35.20879532777539,702.3207686528216,2017-12-03 08:45:42,Aprrox. w-center Algo1
366,1c:b9:c4:92:90:b7, ,5200,-91.0,32.10307486333363,35.20912759493662,712.3984014019244,2017-12-03 08:50:48,Aprrox. w-center Algo1
367,8c:0c:90:ad:75:e3, ,2412,-89.0,32.10316859783213,35.20879221167606,703.647382162125,2017-12-03 08:45:51,Aprrox. w-center Algo1
368,1c:b9:c4:94:33:c7, ,5240,-83.0,32.10296085254736,35.20883419348608,714.3703447936505,2017-12-03 08:45:57,Aprrox. w-center Algo1
369,7e:ff:30:08:7f:bd,SETUP,2462,-80.0,32.10241537,35.208865,688.0,2017-12-03 08:46:06,Aprrox. w-center Algo1
370,1c:b9:c4:96:f1:47, ,5180,-83.0,32.10215532094677,35.20926006509077,703.3361961164649,2017-12-03 08:46:13,Aprrox. w-center Algo1
371,fc:3f:db:9c:36:3d,DIRECT-5C-HP DeskJet 3630 series,2437,-89.0,32.10206173176159,35.20947285980674,700.4320999806323,2017-12-03 08:46:13,Aprrox. w-center Algo1
372,1c:b9:c4:16:04:7c,Ariel_University,5300,-88.0,32.10227173846484,35.20927735809509,704.3875712040444,2017-12-03 08:54:47,Aprrox. w-center Algo1
373,1c:b9:c4:95:3d:57, ,5180,-87.0,32.1020008074778,35.20968340420071,700.0010789254476,2017-12-03 08:54:47,Aprrox. w-center Algo1
374,1c:b9:c4:15:43:ec,Ariel_University,5180,-89.0,32.102298630301554,35.20922609710819,706.4003318459148,2017-12-03 08:46:19,Aprrox. w-center Algo1
375,84:c9:b2:b7:c8:2d,Bezeq,2437,-93.0,32.10258120582479,35.20997250602206,698.0276205515277,2017-12-03 08:54:53,Aprrox. w-center Algo1
376,10:0d:7f:7c:90:0a,Malibu,2462,-91.0,32.1020859,35.20993739,692.0,2017-12-03 08:46:24,Aprrox. w-center Algo1
377,d0:d4:12:68:5b:ca,klyn,2412,-95.0,32.1020859,35.20993739,692.0,2017-12-03 08:46:24,Aprrox. w-center Algo1
378,14:ae:db:4f:50:75,GuyEmily,2437,-90.0,32.10219394918968,35.21000358431366,700.9890867525717,2017-12-03 08:54:50,Aprrox. w-center Algo1
379,e8:94:f6:d5:98:86,TP-LINK_D59886,2452,-94.0,32.10225656,35.21001902,692.0,2017-12-03 08:46:27,Aprrox. w-center Algo1
380,1c:b9:c4:95:3d:67, ,5220,-88.0,32.10263051540787,35.21002970756891,712.9572535195944,2017-12-03 08:46:31,Aprrox. w-center Algo1
381,1c:b9:c4:95:1e:67, ,5180,-89.0,32.10263051540787,35.21002970756891,712.9572535195944,2017-12-03 08:46:31,Aprrox. w-center Algo1
382,1c:b9:c4:96:ee:97, ,5180,-91.0,32.102828942569055,35.20990359456348,712.964955332782,2017-12-03 08:46:34,Aprrox. w-center Algo1
383,1c:b9:c4:15:1c:bc,Ariel_University,5180,-90.0,32.103388164157224,35.209780212663475,713.0579802632583,2017-12-03 08:46:43,Aprrox. w-center Algo1
384,1c:b9:c4:14:2b:8c,Ariel_University,5220,-90.0,32.103388164157224,35.209780212663475,713.0579802632583,2017-12-03 08:46:43,Aprrox. w-center Algo1
385,3c:1e:04:05:5f:f5,BezeqNGN_009030_2.4GHz_1,2412,-95.0,32.10427768945722,35.21140688710281,701.7264123572375,2017-12-03 08:47:15,Aprrox. w-center Algo1
386,1c:b9:c4:96:2b:e7, ,5180,-89.0,32.10500618141325,35.21121884301277,710.7756189683926,2017-12-03 08:49:18,Aprrox. w-center Algo1
387,a0:8c:fd:8c:c5:b2,DIRECT-98-HP DeskJet 3630 series,2437,-92.0,32.10497406,35.2111867,696.0,2017-12-03 08:49:29,Aprrox. w-center Algo1
388,30:e1:71:0f:b2:6a,DIRECT-69-HP DeskJet 3630 series,2437,-93.0,32.10497523,35.21118447,698.0,2017-12-03 08:49:32,Aprrox. w-center Algo1
389,00:1a:dd:f5:df:c5,Afikim_Wifi,2437,-93.0,32.10488210412439,35.210373607684296,704.0554242419931,2017-12-03 08:49:44,Aprrox. w-center Algo1
390,18:d6:c7:ad:25:1a, ,2472,-89.0,32.10494482726751,35.210446896260514,717.6172124232385,2017-12-03 08:49:48,Aprrox. w-center Algo1
391,00:1a:dd:f5:df:c4, ,2437,-89.0,32.10494482726751,35.210446896260514,717.6172124232385,2017-12-03 08:49:48,Aprrox. w-center Algo1
392,30:b5:c2:b8:40:36, ,2472,-91.0,32.10494482726751,35.210446896260514,717.6172124232385,2017-12-03 08:49:48,Aprrox. w-center Algo1
393,58:70:c6:fb:96:30,YICarCam_fb9630,2432,-88.0,32.10473133,35.21000489,687.0,2017-12-03 08:49:58,Aprrox. w-center Algo1
394,9c:d2:1e:04:e6:2c,HP-Print-2c-LaserJet 400 color,2437,-91.0,32.10473133,35.21000489,687.0,2017-12-03 08:49:58,Aprrox. w-center Algo1
395,30:e1:71:0d:e0:67,DIRECT-66-HP DeskJet 3630 series,2437,-83.0,32.10455252,35.2096924,689.0,2017-12-03 08:50:04,Aprrox. w-center Algo1
396,1c:b9:c4:96:1d:77, ,5220,-85.0,32.10377001820289,35.20885655710274,710.364346402885,2017-12-03 08:50:20,Aprrox. w-center Algo1
397,1c:b9:c4:94:2f:67, ,5180,-84.0,32.10293474085022,35.20878314332855,707.5299710413922,2017-12-03 08:50:36,Aprrox. w-center Algo1
398,1c:b9:c4:14:2c:3c,Ariel_University,5260,-87.0,32.10305139380856,35.209973101760646,697.5563349291164,2017-12-03 08:51:09,Aprrox. w-center Algo1
399,1c:b9:c4:96:f1:57, ,5260,-89.0,32.103260452095796,35.20974024367279,703.9055825038959,2017-12-03 08:51:21,Aprrox. w-center Algo1
400,1c:b9:c4:16:f1:5c,Ariel_University,5260,-89.0,32.1033105561659,35.20975755219821,703.941478824367,2017-12-03 08:51:21,Aprrox. w-center Algo1
401,24:79:2a:2c:5c:1c,Ariel_University,5180,-89.0,32.103807998636846,35.21015332723746,707.2625708373013,2017-12-03 08:51:30,Aprrox. w-center Algo1
402,24:79:2a:ac:5c:17, ,5180,-91.0,32.103986543611605,35.21044402294606,705.1048860032018,2017-12-03 08:51:36,Aprrox. w-center Algo1
403,24:79:2a:ab:24:97, ,5180,-86.0,32.10406637837736,35.21063207786472,704.8039142370221,2017-12-03 08:51:39,Aprrox. w-center Algo1
404,c8:be:19:07:77:b9,Bezeq-N_0777b8,2462,-88.0,32.10413712623305,35.21082446017363,704.7212452331758,2017-12-03 08:51:42,Aprrox. w-center Algo1
405,24:79:2a:2c:61:6c,Ariel_University,5180,-92.0,32.10413712623305,35.210824460173626,704.7212452331758,2017-12-03 08:51:42,Aprrox. w-center Algo1
406,1c:b9:c4:95:36:97, ,5180,-86.0,32.105028069933155,35.210961717985285,733.9581295039463,2017-12-03 08:53:26,Aprrox. w-center Algo1
407,24:c9:a1:36:52:d8,Ariel_University,2412,-90.0,32.10481856308317,35.210123150849206,726.1049342872047,2017-12-03 08:53:41,Aprrox. w-center Algo1
408,90:6c:ac:a0:7b:55,EVE,5260,-73.0,32.10465583147739,35.209799109729424,721.9074685803262,2017-12-03 08:53:47,Aprrox. w-center Algo1
409,90:6c:ac:a0:60:55,Guest,5180,-82.0,32.10465583147739,35.209799109729424,721.9074685803262,2017-12-03 08:53:47,Aprrox. w-center Algo1
410,1c:b9:c4:94:2c:37, ,5260,-90.0,32.10273247579181,35.209859359412114,700.6765495004639,2017-12-03 08:55:05,Aprrox. w-center Algo1
411,c0:bd:d1:d5:8c:55,AndroidAP,2437,-80.0,32.10312597,35.20921578,696.5,2017-12-03 08:57:58,Aprrox. w-center Algo1
412,e4:95:6e:40:87:1a,OOP_course,2412,-20.0,32.10300921,35.2096084,701.0,2017-12-03 09:01:13,Aprrox. w-center Algo1
413,24:79:2a:2b:02:78,Ariel_University,2437,-80.0,32.10381301,35.21016707,708.0,2017-12-03 09:06:35,Aprrox. w-center Algo1
414,1c:b9:c4:15:ed:bc,IT-MNG,5240,-85.0,32.1034255,35.20978696,702.0,2017-12-03 09:07:13,Aprrox. w-center Algo1
